internal_id,aum_date,aum,contributions,active_members,deferred_members,created_at
CHIRG,2023-11-30,3106256.85,8413,1200,7887,2023-12-20 21:10:35.136116
3IMYJ,2023-11-30,37226554.29,2558,930,358,2023-12-20 21:10:35.136116
7CDKT,2023-11-30,79329340.17,9298,6383,538,2023-12-20 21:10:35.136116
QYQV5,2023-11-30,4664988.45,4793,837,6498,2023-12-20 21:10:35.136116
V4XLM,2023-11-30,25495238.43,7966,1674,1325,2023-12-20 21:10:35.136116
NTRIG,2023-11-30,17004168.81,6324,4481,9173,2023-12-20 21:10:35.136116
UBHEA,2023-11-30,46141726.14,7908,1649,8735,2023-12-20 21:10:35.136116
XKGUU,2023-11-30,18798919.83,5598,3334,9249,2023-12-20 21:10:35.136116
MJISX,2023-11-30,41661360.99,4605,4845,1750,2023-12-20 21:10:35.136116
SPNZV,2023-11-30,9182846.07,6046,3173,7131,2023-12-20 21:10:35.136116
RVWYX,2023-11-30,55961641.26,6975,7389,4750,2023-12-20 21:10:35.136116
K1PNH,2023-11-30,41130716.22,8771,9253,688,2023-12-20 21:10:35.136116
CB2C3,2023-11-30,31351237.92,8391,5951,285,2023-12-20 21:10:35.136116
XXXNU,2023-11-30,78222492.18,8476,937,1719,2023-12-20 21:10:35.136116
94ONH,2023-11-30,51838281.99,8443,8433,7929,2023-12-20 21:10:35.136116
428RJ,2023-11-30,43248347.82,4234,104,7282,2023-12-20 21:10:35.136116
VEMCC,2023-11-30,73803222.9,7716,9420,1083,2023-12-20 21:10:35.136116
ALRIS,2023-11-30,35121808.17,2789,9365,8881,2023-12-20 21:10:35.136116
SQY1N,2023-11-30,21480379.47,2322,8533,5991,2023-12-20 21:10:35.136116
V5IFS,2023-11-30,42361114.32,3870,4382,9648,2023-12-20 21:10:35.136116
1HMBZ,2023-11-30,50445285.3,2880,7952,8136,2023-12-20 21:10:35.136116
BUIKW,2023-11-30,57631930.11,1654,3454,4246,2023-12-20 21:10:35.136116
Q7SNC,2023-11-30,16934344.38,3926,9713,378,2023-12-20 21:10:35.136116
B92IB,2023-11-30,3157047.09,3678,3033,4626,2023-12-20 21:10:35.136116
RA6AO,2023-11-30,63107554.41,9098,1322,2743,2023-12-20 21:10:35.136116
GI4XI,2023-11-30,33226822.08,9099,814,92,2023-12-20 21:10:35.136116
ENQ4J,2023-11-30,50516566.11,6888,375,7879,2023-12-20 21:10:35.136116
NVVTO,2023-11-30,30945301.56,6388,7961,9154,2023-12-20 21:10:35.136116
S5PUV,2023-11-30,4470451.56,9037,2897,6206,2023-12-20 21:10:35.136116
A3S0R,2023-11-30,22217089.86,3524,6737,7557,2023-12-20 21:10:35.136116
G3QVP,2023-11-30,39057384.33,3873,5138,3532,2023-12-20 21:10:35.136116
VUE79,2023-11-30,47716483.59,8069,4551,6721,2023-12-20 21:10:35.136116
KYBQX,2023-11-30,11489245.74,7071,1394,2786,2023-12-20 21:10:35.136116
VGPC3,2023-11-30,68221729.17,7391,2264,6195,2023-12-20 21:10:35.136116
ISYYU,2023-11-30,37313861.76,6626,167,7317,2023-12-20 21:10:35.136116
G1LWF,2023-11-30,54903317.94,2861,9173,4192,2023-12-20 21:10:35.136116
Y6P3J,2023-11-30,76628389.5,5089,4072,2050,2023-12-20 21:10:35.136116
DC2UR,2023-11-30,68194241.82,5335,1619,1327,2023-12-20 21:10:35.136116
O358T,2023-11-30,26688234.78,4823,1223,5261,2023-12-20 21:10:35.136116
LLSRW,2023-11-30,536598.27,7122,3275,7060,2023-12-20 21:10:35.136116
A7GOJ,2023-11-30,17707542.84,2940,6761,8275,2023-12-20 21:10:35.136116
Q06U8,2023-11-30,13858984.98,3070,2498,3075,2023-12-20 21:10:35.136116
CDY8U,2023-11-30,29440859.4,1587,6963,8902,2023-12-20 21:10:35.136116
4VZ4P,2023-11-30,66110852.97,4894,6168,2537,2023-12-20 21:10:35.136116
QSO0R,2023-11-30,32755261.14,7697,2524,9024,2023-12-20 21:10:35.136116
NCO5U,2023-11-30,14276264.58,9418,990,3165,2023-12-20 21:10:35.136116
EQQPA,2023-11-30,1256429.07,2201,9821,788,2023-12-20 21:10:35.136116
1ISO0,2023-11-30,67652231.94,2047,3141,8475,2023-12-20 21:10:35.136116
VEMMV,2023-11-30,69368844.69,2273,2918,6124,2023-12-20 21:10:35.136116
6P927,2023-11-30,8713285.83,4059,5442,9357,2023-12-20 21:10:35.136116
KOVXV,2023-11-30,12176376.84,9273,173,8828,2023-12-20 21:10:35.136116
5KNCJ,2023-11-30,73683245.7,6906,3594,444,2023-12-20 21:10:35.136116
ASBLI,2023-11-30,12089731.14,3314,6296,9189,2023-12-20 21:10:35.136116
B97MR,2023-11-30,66112217.01,6930,1812,3561,2023-12-20 21:10:35.136116
6YPBF,2023-11-30,78236946.63,9599,9364,2215,2023-12-20 21:10:35.136116
5XFYO,2023-11-30,22469758.83,3721,8713,3538,2023-12-20 21:10:35.136116
FDAQG,2023-11-30,68028654.33,9480,9843,3810,2023-12-20 21:10:35.136116
0HKMU,2023-11-30,74550401.73,1136,7137,2627,2023-12-20 21:10:35.136116
EQQTQ,2023-11-30,29871874.17,3910,6759,6356,2023-12-20 21:10:35.136116
S32XQ,2023-11-30,8690630.13,1627,343,2970,2023-12-20 21:10:35.136116
WF8S8,2023-11-30,15293313.54,2323,996,1031,2023-12-20 21:10:35.136116
FKGE3,2023-11-30,49853308.95,2068,6152,9919,2023-12-20 21:10:35.136116
MBNKW,2023-11-30,31862685.69,2120,2719,1866,2023-12-20 21:10:35.136116
JQPQ7,2023-11-30,75364733.61,9637,9284,6721,2023-12-20 21:10:35.136116
CYHBG,2023-11-30,38814318.72,2473,2698,9179,2023-12-20 21:10:35.136116
VD6LQ,2023-11-30,72332807.22,4012,8849,4829,2023-12-20 21:10:35.136116
XHBNJ,2023-11-30,24475931.19,3083,5356,8629,2023-12-20 21:10:35.136116
TIM7W,2023-11-30,80864231.85,9752,4157,1699,2023-12-20 21:10:35.136116
TKKDY,2023-11-30,41875090.02,8286,6818,5148,2023-12-20 21:10:35.136116
QWKGH,2023-11-30,25815737.61,1943,7631,862,2023-12-20 21:10:35.136116
PN80Z,2023-11-30,19454237.37,9582,2926,315,2023-12-20 21:10:35.136116
DZ0SX,2023-11-30,27538417.26,2974,4221,5445,2023-12-20 21:10:35.136116
8QORJ,2023-11-30,33040018.26,1263,8082,3873,2023-12-20 21:10:35.136116
HMV5O,2023-11-30,52313689.62,5493,5912,6397,2023-12-20 21:10:35.136116
HI8F0,2023-11-30,76722208.56,3243,4663,6669,2023-12-20 21:10:35.136116
M41GE,2023-11-30,19326843.81,4766,9509,1698,2023-12-20 21:10:35.136116
SS5IQ,2023-11-30,75486143.7,9176,9832,2249,2023-12-20 21:10:35.136116
CBPUY,2023-11-30,60793959.51,6489,7868,4361,2023-12-20 21:10:35.136116
AYFG1,2023-11-30,56493267.75,3177,7741,1560,2023-12-20 21:10:35.136116
2QRDF,2023-11-30,56214321.57,7737,8585,6703,2023-12-20 21:10:35.136116
C4QIX,2023-11-30,36762466.41,8253,3533,6681,2023-12-20 21:10:35.136116
R1BS0,2023-11-30,52212958.02,3306,8802,8476,2023-12-20 21:10:35.136116
ROYBY,2023-11-30,77300761.59,3941,133,9013,2023-12-20 21:10:35.136116
BTOES,2023-11-30,31131802.44,1265,7812,1661,2023-12-20 21:10:35.136116
GF4WK,2023-11-30,38261216.7,7418,5170,5765,2023-12-20 21:10:35.136116
TCRD6,2023-11-30,4235461.65,4067,2288,402,2023-12-20 21:10:35.136116
LOG2C,2023-11-30,77286201.03,8277,7726,6865,2023-12-20 21:10:35.136116
E19HW,2023-11-30,2152455.12,9311,7505,573,2023-12-20 21:10:35.136116
TK37I,2023-11-30,9380814.93,9368,8715,3645,2023-12-20 21:10:35.136116
WMK1L,2023-11-30,22417594.83,4719,2747,3319,2023-12-20 21:10:35.136116
KKRWL,2023-11-30,18438012.18,8418,3760,8233,2023-12-20 21:10:35.136116
L8HNW,2023-11-30,29991563.01,6426,8116,3461,2023-12-20 21:10:35.136116
B2FWF,2023-11-30,35206437.78,6224,8904,9467,2023-12-20 21:10:35.136116
RX17F,2023-11-30,45093672.81,4510,1563,9725,2023-12-20 21:10:35.136116
7NOBV,2023-11-30,36789669.45,5661,7712,1377,2023-12-20 21:10:35.136116
K1KKF,2023-11-30,65619556.38,8331,2473,8338,2023-12-20 21:10:35.136116
RDHUU,2023-11-30,3361523.49,7288,7719,9661,2023-12-20 21:10:35.136116
JWNSF,2023-11-30,3891673.35,8306,3130,1576,2023-12-20 21:10:35.136116
DLRKP,2023-11-30,65659173.48,2585,3232,5508,2023-12-20 21:10:35.136116
PCMHC,2023-11-30,31355957.79,1965,3746,5854,2023-12-20 21:10:35.136116
H2NQX,2023-11-30,69968546.82,6644,2043,1804,2023-12-20 21:10:35.136116
VJPW1,2023-11-30,9429315.3,1778,5258,5778,2023-12-20 21:10:35.136116
WIBEA,2023-11-30,47623851.99,8823,5539,2051,2023-12-20 21:10:35.136116
JS3T5,2023-11-30,33759024.48,1846,9021,2585,2023-12-20 21:10:35.136116
JW28Z,2023-11-30,34965106.38,2566,2935,5019,2023-12-20 21:10:35.136116
32EN9,2023-11-30,586724.31,2382,6130,794,2023-12-20 21:10:35.136116
OXULU,2023-11-30,5104545.48,3735,547,7391,2023-12-20 21:10:35.136116
KTPGO,2023-11-30,77713312.41,6177,6320,350,2023-12-20 21:10:35.136116
YEPMC,2023-11-30,2589561.09,2340,2616,2676,2023-12-20 21:10:35.136116
WVWND,2023-11-30,74043258.3,4856,1220,4406,2023-12-20 21:10:35.136116
SJ2WU,2023-11-30,33388283.43,8480,60,967,2023-12-20 21:10:35.136116
AI7UQ,2023-11-30,42912853.92,7372,5472,7124,2023-12-20 21:10:35.136116
566NT,2023-11-30,34654761.36,8618,1391,4107,2023-12-20 21:10:35.136116
41QAE,2023-11-30,31824689.4,4798,941,3716,2023-12-20 21:10:35.136116
C2UBG,2023-11-30,6417378.9,5060,8772,3332,2023-12-20 21:10:35.136116
V7WH7,2023-11-30,31512088.53,2093,3750,790,2023-12-20 21:10:35.136116
MFJR7,2023-11-30,66842773.02,9145,9400,9045,2023-12-20 21:10:35.136116
TCFGC,2023-11-30,25797398.4,3048,9658,3278,2023-12-20 21:10:35.136116
DIFNZ,2023-11-30,57202839.09,7564,1779,7964,2023-12-20 21:10:35.136116
RYJWJ,2023-11-30,40943359.98,6990,5471,2847,2023-12-20 21:10:35.136116
CWJZR,2023-11-30,22845364.74,7063,8077,6502,2023-12-20 21:10:35.136116
NBBAQ,2023-11-30,4759858.08,6037,2367,1276,2023-12-20 21:10:35.136116
TO5KC,2023-11-30,21028641.66,6766,1465,4748,2023-12-20 21:10:35.136116
ZMCX2,2023-11-30,60643695.6,4596,9557,6425,2023-12-20 21:10:35.136116
PU08Q,2023-11-30,39895830.72,4369,9959,2279,2023-12-20 21:10:35.136116
TRLKD,2023-11-30,12053600.28,5136,7116,2604,2023-12-20 21:10:35.136116
NL8FC,2023-11-30,18301490.73,4433,6151,9750,2023-12-20 21:10:35.136116
YFDBA,2023-11-30,48771768.6,9943,7550,7165,2023-12-20 21:10:35.136116
E6MBD,2023-11-30,28557536.58,9287,3597,6890,2023-12-20 21:10:35.136116
CMIDS,2023-11-30,6164373.78,7608,8580,7786,2023-12-20 21:10:35.136116
VKNCN,2023-11-30,42001266.15,6870,6723,5295,2023-12-20 21:10:35.136116
QDI2U,2023-11-30,24264913.23,3307,3680,3080,2023-12-20 21:10:35.136116
WDZRR,2023-11-30,16300538.82,5700,2079,7824,2023-12-20 21:10:35.136116
OHNFE,2023-11-30,17690334.39,4276,1002,4722,2023-12-20 21:10:35.136116
HWUFT,2023-11-30,67262306.04,5883,4960,2472,2023-12-20 21:10:35.136116
YWKKR,2023-11-30,31300819.47,5006,1276,3344,2023-12-20 21:10:35.136116
8CR3H,2023-11-30,26416866.96,7640,4269,5228,2023-12-20 21:10:35.136116
EYCTR,2023-11-30,31785031.8,4944,3150,244,2023-12-20 21:10:35.136116
I2N2Q,2023-11-30,48577861.08,6482,7373,2692,2023-12-20 21:10:35.136116
QII3Z,2023-11-30,65744871.48,7596,3987,4150,2023-12-20 21:10:35.136116
KXUT7,2023-11-30,24963626.52,1456,4291,707,2023-12-20 21:10:35.136116
XZEB7,2023-11-30,11866164.66,4257,9750,3820,2023-12-20 21:10:35.136116
EB5Y2,2023-11-30,52929516.42,4834,771,4694,2023-12-20 21:10:35.136116
VKVRX,2023-11-30,4263585.66,8597,5665,956,2023-12-20 21:10:35.136116
FUCFE,2023-11-30,76546726.11,2543,6931,5071,2023-12-20 21:10:35.136116
U8IXC,2023-11-30,55093935.24,4761,3845,5424,2023-12-20 21:10:35.136116
L61QP,2023-11-30,57364342.56,1804,4391,1876,2023-12-20 21:10:35.136116
2CU4H,2023-11-30,62809455.78,4693,3372,2833,2023-12-20 21:10:35.136116
N7TDW,2023-11-30,53135391.69,5834,7905,5862,2023-12-20 21:10:35.136116
ZRPHC,2023-11-30,64730378.07,6614,4335,1021,2023-12-20 21:10:35.136116
3KKFO,2023-11-30,38214617.4,7374,5170,2967,2023-12-20 21:10:35.136116
KIJYO,2023-11-30,13370490.99,3586,5414,7981,2023-12-20 21:10:35.136116
IHCU2,2023-11-30,77342989.32,3870,5220,5733,2023-12-20 21:10:35.136116
KC1F4,2023-11-30,18086386.32,9567,8819,2360,2023-12-20 21:10:35.136116
GNZWH,2023-11-30,10599094.62,6022,664,3116,2023-12-20 21:10:35.136116
BDM67,2023-11-30,65912300.1,2926,1442,8876,2023-12-20 21:10:35.136116
1MH9J,2023-11-30,55378299.51,5001,4905,5738,2023-12-20 21:10:35.136116
J4Q5B,2023-11-30,22351451.85,3745,848,8076,2023-12-20 21:10:35.136116
95C1W,2023-11-30,77949710.91,2144,7527,753,2023-12-20 21:10:35.136116
4OQUA,2023-11-30,24802485.12,9952,7503,1602,2023-12-20 21:10:35.136116
TWCTQ,2023-11-30,55331737.47,1968,8291,8738,2023-12-20 21:10:35.136116
BUGHL,2023-11-30,65159375.13,8840,6578,661,2023-12-20 21:10:35.136116
NQKVH,2023-11-30,78927738.12,1705,4881,5806,2023-12-20 21:10:35.136116
FQRAG,2023-11-30,32876383.68,1752,9124,1450,2023-12-20 21:10:35.136116
F4BEV,2023-11-30,73257665.22,6512,1029,4516,2023-12-20 21:10:35.136116
A8BZD,2023-11-30,70465445.37,8040,8443,3005,2023-12-20 21:10:35.136116
3MJ3I,2023-11-30,23785748.82,3154,3671,1690,2023-12-20 21:10:35.136116
QPEEM,2023-11-30,75158108.28,7715,4055,5503,2023-12-20 21:10:35.136116
LR4BA,2023-11-30,68914642.05,3730,7067,1255,2023-12-20 21:10:35.136116
SJEXP,2023-11-30,56888477.28,9393,5670,6415,2023-12-20 21:10:35.136116
MOMD6,2023-11-30,30037361.22,8696,1690,5552,2023-12-20 21:10:35.136116
8B3KT,2023-11-30,62267387.58,2490,929,8022,2023-12-20 21:10:35.136116
DPMKJ,2023-11-30,70182676.8,4828,5649,5722,2023-12-20 21:10:35.136116
3BXQN,2023-11-30,11902818.78,5079,395,5685,2023-12-20 21:10:35.136116
QZVQE,2023-11-30,5364626.76,4834,3196,1424,2023-12-20 21:10:35.136116
NDW7Y,2023-11-30,14702084.82,3758,2984,5502,2023-12-20 21:10:35.136116
1DEDY,2023-11-30,7454846.34,4316,342,688,2023-12-20 21:10:35.136116
BPFDI,2023-11-30,48946040.1,7390,3263,216,2023-12-20 21:10:35.136116
RFWMG,2023-11-30,8966983.5,4909,9198,4683,2023-12-20 21:10:35.136116
QGDIR,2023-11-30,57908077.74,8174,4938,9956,2023-12-20 21:10:35.136116
PGBGT,2023-11-30,30258849.24,8964,6442,5964,2023-12-20 21:10:35.136116
QAODD,2023-11-30,69346069.11,8568,7273,593,2023-12-20 21:10:35.136116
