internal_id,aum_date,aum,contributions,active_members,deferred_members,created_at
428RJ,2024-02-29,53393022,4234,104,7282,2024-03-20 21:10:35.136116
VEMCC,2024-02-29,91115090,7716,9420,1083,2024-03-20 21:10:35.136116
ALRIS,2024-02-29,43360257,2789,9365,8881,2024-03-20 21:10:35.136116
SQY1N,2024-02-29,26518987,2322,8533,5991,2024-03-20 21:10:35.136116
V5IFS,2024-02-29,52297672,3870,4382,9648,2024-03-20 21:10:35.136116
1HMBZ,2024-02-29,62278130,2880,7952,8136,2024-03-20 21:10:35.136116
BUIKW,2024-02-29,71150531,1654,3454,4246,2024-03-20 21:10:35.136116
Q7SNC,2024-02-29,20906598,3926,9713,378,2024-03-20 21:10:35.136116
B92IB,2024-02-29,3897589,3678,3033,4626,2024-03-20 21:10:35.136116
RA6AO,2024-02-29,77910561,9098,1322,2743,2024-03-20 21:10:35.136116
GI4XI,2024-02-29,41020768,9099,814,92,2024-03-20 21:10:35.136116
ENQ4J,2024-02-29,62366131,6888,375,7879,2024-03-20 21:10:35.136116
NVVTO,2024-02-29,38204076,6388,7961,9154,2024-03-20 21:10:35.136116
S5PUV,2024-02-29,5519076,9037,2897,6206,2024-03-20 21:10:35.136116
A3S0R,2024-02-29,27428506,3524,6737,7557,2024-03-20 21:10:35.136116
G3QVP,2024-02-29,48218993,3873,5138,3532,2024-03-20 21:10:35.136116
VUE79,2024-02-29,58909239,8069,4551,6721,2024-03-20 21:10:35.136116
KYBQX,2024-02-29,14184254,7071,1394,2786,2024-03-20 21:10:35.136116
VGPC3,2024-02-29,84224357,7391,2264,6195,2024-03-20 21:10:35.136116
ISYYU,2024-02-29,46066496,6626,167,7317,2024-03-20 21:10:35.136116
G1LWF,2024-02-29,67781874,2861,9173,4192,2024-03-20 21:10:35.136116
Y6P3J,2024-02-29,94602950,5089,4072,2050,2024-03-20 21:10:35.136116
DC2UR,2024-02-29,84190422,5335,1619,1327,2024-03-20 21:10:35.136116
O358T,2024-02-29,32948438,4823,1223,5261,2024-03-20 21:10:35.136116
LLSRW,2024-02-29,662467,7122,3275,7060,2024-03-20 21:10:35.136116
A7GOJ,2024-02-29,21861164,2940,6761,8275,2024-03-20 21:10:35.136116
Q06U8,2024-02-29,17109858,3070,2498,3075,2024-03-20 21:10:35.136116
CDY8U,2024-02-29,36346740,1587,6963,8902,2024-03-20 21:10:35.136116
4VZ4P,2024-02-29,81618337,4894,6168,2537,2024-03-20 21:10:35.136116
QSO0R,2024-02-29,40438594,7697,2524,9024,2024-03-20 21:10:35.136116
NCO5U,2024-02-29,17625018,9418,990,3165,2024-03-20 21:10:35.136116
EQQPA,2024-02-29,1551147,2201,9821,788,2024-03-20 21:10:35.136116
1ISO0,2024-02-29,83521274,2047,3141,8475,2024-03-20 21:10:35.136116
VEMMV,2024-02-29,85640549,2273,2918,6124,2024-03-20 21:10:35.136116
6P927,2024-02-29,10757143,4059,5442,9357,2024-03-20 21:10:35.136116
KOVXV,2024-02-29,15032564,9273,173,8828,2024-03-20 21:10:35.136116
5KNCJ,2024-02-29,90966970,6906,3594,444,2024-03-20 21:10:35.136116
ASBLI,2024-02-29,14925594,3314,6296,9189,2024-03-20 21:10:35.136116
B97MR,2024-02-29,81620021,6930,1812,3561,2024-03-20 21:10:35.136116
6YPBF,2024-02-29,96588823,9599,9364,2215,2024-03-20 21:10:35.136116
5XFYO,2024-02-29,27740443,3721,8713,3538,2024-03-20 21:10:35.136116
FDAQG,2024-02-29,83985993,9480,9843,3810,2024-03-20 21:10:35.136116
0HKMU,2024-02-29,92037533,1136,7137,2627,2024-03-20 21:10:35.136116
EQQTQ,2024-02-29,36878857,3910,6759,6356,2024-03-20 21:10:35.136116
S32XQ,2024-02-29,10729173,1627,343,2970,2024-03-20 21:10:35.136116
WF8S8,2024-02-29,18880634,2323,996,1031,2024-03-20 21:10:35.136116
FKGE3,2024-02-29,61547295,2068,6152,9919,2024-03-20 21:10:35.136116
MBNKW,2024-02-29,39336649,2120,2719,1866,2024-03-20 21:10:35.136116
JQPQ7,2024-02-29,93042881,9637,9284,6721,2024-03-20 21:10:35.136116
CYHBG,2024-02-29,47918912,2473,2698,9179,2024-03-20 21:10:35.136116
VD6LQ,2024-02-29,89299762,4012,8849,4829,2024-03-20 21:10:35.136116
XHBNJ,2024-02-29,30217199,3083,5356,8629,2024-03-20 21:10:35.136116
TIM7W,2024-02-29,99832385,9752,4157,1699,2024-03-20 21:10:35.136116
TKKDY,2024-02-29,51697642,8286,6818,5148,2024-03-20 21:10:35.136116
QWKGH,2024-02-29,31871281,1943,7631,862,2024-03-20 21:10:35.136116
PN80Z,2024-02-29,24017577,9582,2926,315,2024-03-20 21:10:35.136116
DZ0SX,2024-02-29,33998046,2974,4221,5445,2024-03-20 21:10:35.136116
8QORJ,2024-02-29,40790146,1263,8082,3873,2024-03-20 21:10:35.136116
HMV5O,2024-02-29,64584802,5493,5912,6397,2024-03-20 21:10:35.136116
HI8F0,2024-02-29,94718776,3243,4663,6669,2024-03-20 21:10:35.136116
M41GE,2024-02-29,23860301,4766,9509,1698,2024-03-20 21:10:35.136116
SS5IQ,2024-02-29,93192770,9176,9832,2249,2024-03-20 21:10:35.136116
CBPUY,2024-02-29,75054271,6489,7868,4361,2024-03-20 21:10:35.136116
AYFG1,2024-02-29,69744775,3177,7741,1560,2024-03-20 21:10:35.136116
2QRDF,2024-02-29,69400397,7737,8585,6703,2024-03-20 21:10:35.136116
C4QIX,2024-02-29,45385761,8253,3533,6681,2024-03-20 21:10:35.136116
R1BS0,2024-02-29,64460442,3306,8802,8476,2024-03-20 21:10:35.136116
ROYBY,2024-02-29,95433039,3941,133,9013,2024-03-20 21:10:35.136116
BTOES,2024-02-29,38434324,1265,7812,1661,2024-03-20 21:10:35.136116
GF4WK,2024-02-29,47236070,7418,5170,5765,2024-03-20 21:10:35.136116
TCRD6,2024-02-29,5228965,4067,2288,402,2024-03-20 21:10:35.136116
LOG2C,2024-02-29,95415063,8277,7726,6865,2024-03-20 21:10:35.136116
E19HW,2024-02-29,2657352,9311,7505,573,2024-03-20 21:10:35.136116
TK37I,2024-02-29,11581253,9368,8715,3645,2024-03-20 21:10:35.136116
WMK1L,2024-02-29,27676043,4719,2747,3319,2024-03-20 21:10:35.136116
KKRWL,2024-02-29,22762978,8418,3760,8233,2024-03-20 21:10:35.136116
L8HNW,2024-02-29,37026621,6426,8116,3461,2024-03-20 21:10:35.136116
B2FWF,2024-02-29,43464738,6224,8904,9467,2024-03-20 21:10:35.136116
RX17F,2024-02-29,55671201,4510,1563,9725,2024-03-20 21:10:35.136116
7NOBV,2024-02-29,45419345,5661,7712,1377,2024-03-20 21:10:35.136116
K1KKF,2024-02-29,81011798,8331,2473,8338,2024-03-20 21:10:35.136116
RDHUU,2024-02-29,4150029,7288,7719,9661,2024-03-20 21:10:35.136116
JWNSF,2024-02-29,4804535,8306,3130,1576,2024-03-20 21:10:35.136116
DLRKP,2024-02-29,81060708,2585,3232,5508,2024-03-20 21:10:35.136116
PCMHC,2024-02-29,38711059,1965,3746,5854,2024-03-20 21:10:35.136116
H2NQX,2024-02-29,86380922,6644,2043,1804,2024-03-20 21:10:35.136116
VJPW1,2024-02-29,11641130,1778,5258,5778,2024-03-20 21:10:35.136116
WIBEA,2024-02-29,58794879,8823,5539,2051,2024-03-20 21:10:35.136116
JS3T5,2024-02-29,41677808,1846,9021,2585,2024-03-20 21:10:35.136116
JW28Z,2024-02-29,43166798,2566,2935,5019,2024-03-20 21:10:35.136116
32EN9,2024-02-29,724351,2382,6130,794,2024-03-20 21:10:35.136116
OXULU,2024-02-29,6301908,3735,547,7391,2024-03-20 21:10:35.136116
KTPGO,2024-02-29,95942361,6177,6320,350,2024-03-20 21:10:35.136116
YEPMC,2024-02-29,3196989,2340,2616,2676,2024-03-20 21:10:35.136116
WVWND,2024-02-29,91411430,4856,1220,4406,2024-03-20 21:10:35.136116
SJ2WU,2024-02-29,41220103,8480,60,967,2024-03-20 21:10:35.136116
AI7UQ,2024-02-29,52978832,7372,5472,7124,2024-03-20 21:10:35.136116
566NT,2024-02-29,42783656,8618,1391,4107,2024-03-20 21:10:35.136116
41QAE,2024-02-29,39289740,4798,941,3716,2024-03-20 21:10:35.136116
C2UBG,2024-02-29,7922690,5060,8772,3332,2024-03-20 21:10:35.136116
V7WH7,2024-02-29,38903813,2093,3750,790,2024-03-20 21:10:35.136116
MFJR7,2024-02-29,82521942,9145,9400,9045,2024-03-20 21:10:35.136116
TCFGC,2024-02-29,31848640,3048,9658,3278,2024-03-20 21:10:35.136116
DIFNZ,2024-02-29,70620789,7564,1779,7964,2024-03-20 21:10:35.136116
RYJWJ,2024-02-29,50547358,6990,5471,2847,2024-03-20 21:10:35.136116
CWJZR,2024-02-29,28204154,7063,8077,6502,2024-03-20 21:10:35.136116
NBBAQ,2024-02-29,5876368,6037,2367,1276,2024-03-20 21:10:35.136116
TO5KC,2024-02-29,25961286,6766,1465,4748,2024-03-20 21:10:35.136116
ZMCX2,2024-02-29,74868760,4596,9557,6425,2024-03-20 21:10:35.136116
PU08Q,2024-02-29,49254112,4369,9959,2279,2024-03-20 21:10:35.136116
TRLKD,2024-02-29,14880988,5136,7116,2604,2024-03-20 21:10:35.136116
NL8FC,2024-02-29,22594433,4433,6151,9750,2024-03-20 21:10:35.136116
YFDBA,2024-02-29,60212060,9943,7550,7165,2024-03-20 21:10:35.136116
E6MBD,2024-02-29,35256218,9287,3597,6890,2024-03-20 21:10:35.136116
CMIDS,2024-02-29,7610338,7608,8580,7786,2024-03-20 21:10:35.136116
VKNCN,2024-02-29,51853415,6870,6723,5295,2024-03-20 21:10:35.136116
QDI2U,2024-02-29,29956683,3307,3680,3080,2024-03-20 21:10:35.136116
WDZRR,2024-02-29,20124122,5700,2079,7824,2024-03-20 21:10:35.136116
OHNFE,2024-02-29,21839919,4276,1002,4722,2024-03-20 21:10:35.136116
HWUFT,2024-02-29,83039884,5883,4960,2472,2024-03-20 21:10:35.136116
YWKKR,2024-02-29,38642987,5006,1276,3344,2024-03-20 21:10:35.136116
8CR3H,2024-02-29,32613416,7640,4269,5228,2024-03-20 21:10:35.136116
EYCTR,2024-02-29,39240780,4944,3150,244,2024-03-20 21:10:35.136116
I2N2Q,2024-02-29,59972668,6482,7373,2692,2024-03-20 21:10:35.136116
QII3Z,2024-02-29,81166508,7596,3987,4150,2024-03-20 21:10:35.136116
KXUT7,2024-02-29,30819292,1456,4291,707,2024-03-20 21:10:35.136116
XZEB7,2024-02-29,14649586,4257,9750,3820,2024-03-20 21:10:35.136116
EB5Y2,2024-02-29,65345082,4834,771,4694,2024-03-20 21:10:35.136116
VKVRX,2024-02-29,5263686,8597,5665,956,2024-03-20 21:10:35.136116
FUCFE,2024-02-29,94502131,2543,6931,5071,2024-03-20 21:10:35.136116
U8IXC,2024-02-29,68017204,4761,3845,5424,2024-03-20 21:10:35.136116
L61QP,2024-02-29,70820176,1804,4391,1876,2024-03-20 21:10:35.136116
2CU4H,2024-02-29,77542538,4693,3372,2833,2024-03-20 21:10:35.136116
N7TDW,2024-02-29,65599249,5834,7905,5862,2024-03-20 21:10:35.136116
ZRPHC,2024-02-29,79914047,6614,4335,1021,2024-03-20 21:10:35.136116
3KKFO,2024-02-29,47178540,7374,5170,2967,2024-03-20 21:10:35.136116
KIJYO,2024-02-29,16506779,3586,5414,7981,2024-03-20 21:10:35.136116
IHCU2,2024-02-29,95485172,3870,5220,5733,2024-03-20 21:10:35.136116
KC1F4,2024-02-29,22328872,9567,8819,2360,2024-03-20 21:10:35.136116
GNZWH,2024-02-29,13085302,6022,664,3116,2024-03-20 21:10:35.136116
BDM67,2024-02-29,81373210,2926,1442,8876,2024-03-20 21:10:35.136116
1MH9J,2024-02-29,68368271,5001,4905,5738,2024-03-20 21:10:35.136116
J4Q5B,2024-02-29,27594385,3745,848,8076,2024-03-20 21:10:35.136116
95C1W,2024-02-29,96234211,2144,7527,753,2024-03-20 21:10:35.136116
4OQUA,2024-02-29,30620352,9952,7503,1602,2024-03-20 21:10:35.136116
TWCTQ,2024-02-29,68310787,1968,8291,8738,2024-03-20 21:10:35.136116
BUGHL,2024-02-29,80443673,8840,6578,661,2024-03-20 21:10:35.136116
NQKVH,2024-02-29,97441652,1705,4881,5806,2024-03-20 21:10:35.136116
FQRAG,2024-02-29,40588128,1752,9124,1450,2024-03-20 21:10:35.136116
F4BEV,2024-02-29,90441562,6512,1029,4516,2024-03-20 21:10:35.136116
A8BZD,2024-02-29,86994377,8040,8443,3005,2024-03-20 21:10:35.136116
3MJ3I,2024-02-29,29365122,3154,3671,1690,2024-03-20 21:10:35.136116
QPEEM,2024-02-29,92787788,7715,4055,5503,2024-03-20 21:10:35.136116
LR4BA,2024-02-29,85079805,3730,7067,1255,2024-03-20 21:10:35.136116
SJEXP,2024-02-29,70232688,9393,5670,6415,2024-03-20 21:10:35.136116
MOMD6,2024-02-29,37083162,8696,1690,5552,2024-03-20 21:10:35.136116
8B3KT,2024-02-29,76873318,2490,929,8022,2024-03-20 21:10:35.136116
DPMKJ,2024-02-29,86645280,4828,5649,5722,2024-03-20 21:10:35.136116
3BXQN,2024-02-29,14694838,5079,395,5685,2024-03-20 21:10:35.136116
QZVQE,2024-02-29,6622996,4834,3196,1424,2024-03-20 21:10:35.136116
NDW7Y,2024-02-29,18150722,3758,2984,5502,2024-03-20 21:10:35.136116
1DEDY,2024-02-29,9203514,4316,342,688,2024-03-20 21:10:35.136116
BPFDI,2024-02-29,60427210,7390,3263,216,2024-03-20 21:10:35.136116
RFWMG,2024-02-29,11070350,4909,9198,4683,2024-03-20 21:10:35.136116
QGDIR,2024-02-29,71491454,8174,4938,9956,2024-03-20 21:10:35.136116
PGBGT,2024-02-29,37356604,8964,6442,5964,2024-03-20 21:10:35.136116
QAODD,2024-02-29,85612431,8568,7273,593,2024-03-20 21:10:35.136116
